x1,y1,x2,y2
179.07178087744228,895.0719729372424,336.6078629032256,758.6585635080644
284.41952694375124,890.9244238795137,367.3457661290322,759.5123941532256
383.13119451769427,888.4358944448765,398.08366935483855,756.0970715725805
479.35433265700004,885.9473650102393,439.0675403225805,756.9509022177418
193.1734476737198,804.6554034787569,337.4616935483871,727.9206602822579
282.76050732065977,800.507854421028,367.3457661290322,727.9206602822579
377.3246258368741,798.8488347979367,398.9374999999998,727.9206602822579
476.8658032223628,797.1898151748451,439.9213709677417,728.7744909274193
207.2751144699974,724.1929517588201,338.3155241935483,693.7674344758063
287.73756618993417,722.5339321357285,367.3457661290322,693.7674344758063
375.6656062137826,721.7044223241828,398.9374999999998,693.7674344758063
462.76413642608526,718.3863830779999,435.6522177419354,692.9136038306451
536.590509653656,715.8978536433626,466.3901209677417,692.9136038306451
217.2292322085463,666.1272649506183,339.1693548387095,663.0295312499999
293.54413487075436,662.8092257044353,369.05342741935465,663.8833618951612
367.37050809832516,659.4911864582523,399.7913306451612,663.0295312499999
446.1739401951705,655.3436374005237,433.0907258064515,662.1757006048385
515.0232545534668,655.3436374005237,466.3901209677417,662.1757006048385
228.0128597586409,609.720597765508,339.1693548387095,630.5839667338709
292.7146250592086,608.0615781424165,371.61491935483855,631.4377973790322
368.20001790987095,608.0615781424165,399.7913306451612,630.5839667338709
440.3673715143503,605.5730487077793,433.9445564516127,631.4377973790322
505.89864662646374,605.5730487077793,463.8286290322578,629.7301360887095
234.64893825100677,564.9270679420381,340.8770161290322,599.8460635080644
298.52119374002876,562.4385385074008,371.61491935483855,599.8460635080644
360.7344296059593,562.4385385074008,399.7913306451612,599.8460635080644
433.7312930219844,561.609028695855,434.79838709677415,602.4075554435483
487.6494307724575,561.609028695855,464.6824596774193,600.6998941532257
239.62599712028128,527.5991264224798,340.8770161290322,568.2543296370967
299.35070355157455,527.5991264224798,368.1995967741934,569.1081602822579
358.24590017132203,526.769616610934,398.9374999999998,569.1081602822579
423.7771752834355,525.9401067993883,431.3830645161288,569.1081602822579
476.0362934108171,524.2810871762969,460.4133064516127,569.9619909274193
246.26207561264715,495.2482437721959,339.1693548387095,534.9549344758063
300.18021336312023,493.58922414910444,369.05342741935465,535.8087651209677
354.0983511135933,491.930204526013,399.7913306451612,536.6625957661289
419.6296262257068,493.58922414910444,433.0907258064515,536.6625957661289
468.57070510690545,491.930204526013,456.14415322580635,536.6625957661289
248.7506050472844,467.8744199911865,337.4616935483871,507.6323538306451
301.009723174666,467.04491017964074,369.9072580645161,507.6323538306451
355.7573707366848,465.38589055654927,398.9374999999998,507.6323538306451
412.1640379217951,464.5563807450036,433.0907258064515,507.6323538306451
457.78707755681086,463.7268709334578,464.6824596774193,505.0708618951612
255.38668353965028,442.1596158332686,340.8770161290322,473.4791280241934
299.35070355157455,442.1596158332686,371.61491935483855,476.0406199596773
351.60982167895617,440.50059621017715,401.4989919354837,476.0406199596773
408.0164888640664,439.67108639863136,429.67540322580635,476.0406199596773
451.1509990644449,439.67108639863136,463.8286290322578,475.1867893145161
255.38668353965028,418.1038312984422,340.8770161290322,443.5950554435483
301.8392329862117,415.6153018638049,372.4687499999998,444.4488860887096
350.7803118674104,417.2743214868964,400.64516129032245,443.5950554435483
403.039429994792,417.2743214868964,429.67540322580635,443.5950554435483
446.1739401951705,416.4448116753507,460.4133064516127,443.5950554435483
261.19325222047047,399.02510563289013,339.1693548387095,411.14949092741927
300.18021336312023,399.02510563289013,375.0302419354837,411.14949092741927
350.7803118674104,398.19559582134445,398.9374999999998,411.14949092741927
399.72139074860905,398.19559582134445,433.0907258064515,411.14949092741927
442.02639113744175,399.02510563289013,458.70564516129025,411.14949092741927
264.5112914666534,381.60539959042967,340.8770161290322,380.4115877016128
305.9867820439404,381.60539959042967,369.9072580645161,382.11924899193536
346.63276280968165,381.60539959042967,401.4989919354837,383.8269102822579
391.4262926331516,381.60539959042967,436.5060483870966,383.8269102822579
436.21982245662156,379.9463799673381,460.4133064516127,383.8269102822579
267.82933071283645,364.1856935479691,340.02318548387075,351.3813457661289
307.6458016670319,364.1856935479691,369.05342741935465,349.67368447580634
346.63276280968165,360.86765430178616,401.4989919354837,350.5275151209677
386.4492337638772,361.69716411333184,433.9445564516127,350.5275151209677
432.9017832104386,359.2086346786947,461.26713709677415,351.3813457661289
271.97687977056506,345.93647769396284,338.3155241935483,315.52045866935475
306.8162918554862,345.10696788241705,369.9072580645161,316.3742893145161
346.63276280968165,343.4479482593256,404.9143145161288,316.3742893145161
383.13119451769427,344.2774580708714,436.5060483870966,315.52045866935475
426.26570471807275,343.4479482593256,464.6824596774193,317.2281199596773
274.4654092052023,331.8348108976852,338.3155241935483,288.1978780241934
