x1,y1,x2,y2
306.8162918554862,331.8348108976852,369.9072580645161,288.1978780241934
346.63276280968165,330.17579127459373,400.64516129032245,288.1978780241934
383.96070432923995,330.17579127459373,438.2137096774193,288.1978780241934
417.9706066026153,330.17579127459373,463.8286290322578,288.1978780241934
275.2949190167481,320.22167353604493,338.3155241935483,255.7523135080644
304.32776242084896,319.39216372449914,378.445564516129,255.7523135080644
344.1442333750445,318.56265391295346,402.3528225806451,257.45997479838707
381.4721748946028,318.56265391295346,439.9213709677417,257.45997479838707
413.8230575448866,317.7331441014077,468.9516129032256,258.3138054435483
277.78344845138525,310.267555797496,340.02318548387075,223.30674899193536
305.15727223239475,310.267555797496,374.17641129032245,224.1605796370967
342.48521375195304,310.267555797496,401.4989919354837,223.30674899193536
378.15413564841975,309.4380459859502,436.5060483870966,226.7220715725806
409.67550848715797,308.60853617440455,466.3901209677417,226.7220715725806
276.9539386398396,301.1429478704929,340.02318548387075,195.98416834677414
305.9867820439404,301.1429478704929,370.7610887096773,194.27650705645158
345.803252998136,301.1429478704929,400.64516129032245,193.42267641129024
377.3246258368741,300.3134380589471,433.9445564516127,191.71501512096768
407.1869790525207,301.97245768203857,464.6824596774193,193.42267641129024
